filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
DSC_0347.JPG,16699929,"{}",235,0,"{""name"":""polyline"",""all_points_x"":[1664,1],""all_points_y"":[749,938]}","{}"
DSC_0347.JPG,16699929,"{}",235,1,"{""name"":""polyline"",""all_points_x"":[1342,1663],""all_points_y"":[338,747]}","{}"
DSC_0347.JPG,16699929,"{}",235,2,"{""name"":""polyline"",""all_points_x"":[1347,3784],""all_points_y"":[337,2]}","{}"
DSC_0347.JPG,16699929,"{}",235,3,"{""name"":""polyline"",""all_points_x"":[4667,4798],""all_points_y"":[414,2]}","{}"
DSC_0347.JPG,16699929,"{}",235,4,"{""name"":""polyline"",""all_points_x"":[4673,6198],""all_points_y"":[414,231]}","{}"
DSC_0347.JPG,16699929,"{}",235,5,"{""name"":""polyline"",""all_points_x"":[639,544],""all_points_y"":[1177,1465]}","{}"
DSC_0347.JPG,16699929,"{}",235,6,"{""name"":""polyline"",""all_points_x"":[604,511],""all_points_y"":[1187,1465]}","{}"
DSC_0347.JPG,16699929,"{}",235,7,"{""name"":""polyline"",""all_points_x"":[821,735],""all_points_y"":[1159,1449]}","{}"
DSC_0347.JPG,16699929,"{}",235,8,"{""name"":""polyline"",""all_points_x"":[1020,942],""all_points_y"":[1139,1430]}","{}"
DSC_0347.JPG,16699929,"{}",235,9,"{""name"":""polyline"",""all_points_x"":[699,937],""all_points_y"":[1472,1452]}","{}"
DSC_0347.JPG,16699929,"{}",235,10,"{""name"":""polyline"",""all_points_x"":[705,940],""all_points_y"":[1453,1432]}","{}"
DSC_0347.JPG,16699929,"{}",235,11,"{""name"":""polyline"",""all_points_x"":[805,962],""all_points_y"":[1359,1345]}","{}"
DSC_0347.JPG,16699929,"{}",235,12,"{""name"":""polyline"",""all_points_x"":[838,992],""all_points_y"":[1251,1236]}","{}"
DSC_0347.JPG,16699929,"{}",235,13,"{""name"":""polyline"",""all_points_x"":[931,849],""all_points_y"":[1160,1438]}","{}"
DSC_0347.JPG,16699929,"{}",235,14,"{""name"":""polyline"",""all_points_x"":[977,899],""all_points_y"":[1151,1434]}","{}"
DSC_0347.JPG,16699929,"{}",235,15,"{""name"":""polyline"",""all_points_x"":[835,1048],""all_points_y"":[1038,1014]}","{}"
DSC_0347.JPG,16699929,"{}",235,16,"{""name"":""polyline"",""all_points_x"":[1108,1157],""all_points_y"":[1009,1003]}","{}"
DSC_0347.JPG,16699929,"{}",235,17,"{""name"":""polyline"",""all_points_x"":[731,772],""all_points_y"":[1049,1044]}","{}"
DSC_0347.JPG,16699929,"{}",235,18,"{""name"":""polyline"",""all_points_x"":[1219,1446],""all_points_y"":[997,974]}","{}"
DSC_0347.JPG,16699929,"{}",235,19,"{""name"":""polyline"",""all_points_x"":[1505,1559],""all_points_y"":[966,961]}","{}"
DSC_0347.JPG,16699929,"{}",235,20,"{""name"":""polyline"",""all_points_x"":[1209,1137],""all_points_y"":[1119,1413]}","{}"
DSC_0347.JPG,16699929,"{}",235,21,"{""name"":""polyline"",""all_points_x"":[1420,1352],""all_points_y"":[1100,1393]}","{}"
DSC_0347.JPG,16699929,"{}",235,22,"{""name"":""polyline"",""all_points_x"":[1104,1355],""all_points_y"":[1438,1416]}","{}"
DSC_0347.JPG,16699929,"{}",235,23,"{""name"":""polyline"",""all_points_x"":[1111,1358],""all_points_y"":[1417,1396]}","{}"
DSC_0347.JPG,16699929,"{}",235,24,"{""name"":""polyline"",""all_points_x"":[1299,1229],""all_points_y"":[1121,1405]}","{}"
DSC_0347.JPG,16699929,"{}",235,25,"{""name"":""polyline"",""all_points_x"":[1366,1300],""all_points_y"":[1114,1400]}","{}"
DSC_0347.JPG,16699929,"{}",235,26,"{""name"":""polyline"",""all_points_x"":[1232,1395],""all_points_y"":[1209,1196]}","{}"
DSC_0347.JPG,16699929,"{}",235,27,"{""name"":""polyline"",""all_points_x"":[1198,1369],""all_points_y"":[1323,1309]}","{}"
DSC_0347.JPG,16699929,"{}",235,28,"{""name"":""polyline"",""all_points_x"":[1084,1011],""all_points_y"":[1620,1907]}","{}"
DSC_0347.JPG,16699929,"{}",235,29,"{""name"":""polyline"",""all_points_x"":[1302,1237],""all_points_y"":[1599,1894]}","{}"
DSC_0347.JPG,16699929,"{}",235,30,"{""name"":""polyline"",""all_points_x"":[1201,1128],""all_points_y"":[1610,1902]}","{}"
DSC_0347.JPG,16699929,"{}",235,31,"{""name"":""polyline"",""all_points_x"":[1272,1206],""all_points_y"":[1610,1896]}","{}"
DSC_0347.JPG,16699929,"{}",235,32,"{""name"":""polyline"",""all_points_x"":[1104,1278],""all_points_y"":[1703,1690]}","{}"
DSC_0347.JPG,16699929,"{}",235,33,"{""name"":""polyline"",""all_points_x"":[1076,1253],""all_points_y"":[1813,1801]}","{}"
DSC_0347.JPG,16699929,"{}",235,34,"{""name"":""polyline"",""all_points_x"":[670,584],""all_points_y"":[1649,1935]}","{}"
DSC_0347.JPG,16699929,"{}",235,35,"{""name"":""polyline"",""all_points_x"":[881,804],""all_points_y"":[1633,1920]}","{}"
DSC_0347.JPG,16699929,"{}",235,36,"{""name"":""polyline"",""all_points_x"":[788,704],""all_points_y"":[1644,1929]}","{}"
DSC_0347.JPG,16699929,"{}",235,37,"{""name"":""polyline"",""all_points_x"":[856,780],""all_points_y"":[1637,1924]}","{}"
DSC_0347.JPG,16699929,"{}",235,38,"{""name"":""polyline"",""all_points_x"":[693,857],""all_points_y"":[1731,1721]}","{}"
DSC_0347.JPG,16699929,"{}",235,39,"{""name"":""polyline"",""all_points_x"":[657,828],""all_points_y"":[1840,1827]}","{}"
DSC_0347.JPG,16699929,"{}",235,40,"{""name"":""polyline"",""all_points_x"":[1170,1072],""all_points_y"":[2178,2616]}","{}"
DSC_0347.JPG,16699929,"{}",235,41,"{""name"":""polyline"",""all_points_x"":[936,828],""all_points_y"":[2189,2626]}","{}"
DSC_0347.JPG,16699929,"{}",235,42,"{""name"":""polyline"",""all_points_x"":[1065,959],""all_points_y"":[2174,2610]}","{}"
DSC_0347.JPG,16699929,"{}",235,43,"{""name"":""polyline"",""all_points_x"":[1139,1039],""all_points_y"":[2175,2608]}","{}"
DSC_0347.JPG,16699929,"{}",235,44,"{""name"":""polyline"",""all_points_x"":[957,1149],""all_points_y"":[2275,2267]}","{}"
DSC_0347.JPG,16699929,"{}",235,45,"{""name"":""polyline"",""all_points_x"":[932,1123],""all_points_y"":[2380,2373]}","{}"
DSC_0347.JPG,16699929,"{}",235,46,"{""name"":""polyline"",""all_points_x"":[902,1095],""all_points_y"":[2505,2499]}","{}"
DSC_0347.JPG,16699929,"{}",235,47,"{""name"":""polyline"",""all_points_x"":[993,902],""all_points_y"":[2961,3386]}","{}"
DSC_0347.JPG,16699929,"{}",235,48,"{""name"":""polyline"",""all_points_x"":[740,647],""all_points_y"":[2967,3383]}","{}"
DSC_0347.JPG,16699929,"{}",235,49,"{""name"":""polyline"",""all_points_x"":[877,775],""all_points_y"":[2940,3360]}","{}"
DSC_0347.JPG,16699929,"{}",235,50,"{""name"":""polyline"",""all_points_x"":[961,866],""all_points_y"":[2943,3358]}","{}"
DSC_0347.JPG,16699929,"{}",235,51,"{""name"":""polyline"",""all_points_x"":[764,968],""all_points_y"":[3057,3058]}","{}"
DSC_0347.JPG,16699929,"{}",235,52,"{""name"":""polyline"",""all_points_x"":[726,933],""all_points_y"":[3221,3221]}","{}"
DSC_0347.JPG,16699929,"{}",235,53,"{""name"":""polyline"",""all_points_x"":[1143,1319],""all_points_y"":[3392,2500]}","{}"
DSC_0347.JPG,16699929,"{}",235,54,"{""name"":""polyline"",""all_points_x"":[1332,1495],""all_points_y"":[2449,1640]}","{}"
DSC_0347.JPG,16699929,"{}",235,55,"{""name"":""polyline"",""all_points_x"":[1506,1699],""all_points_y"":[1597,652]}","{}"
DSC_0347.JPG,16699929,"{}",235,56,"{""name"":""polyline"",""all_points_x"":[1907,1850],""all_points_y"":[664,997]}","{}"
DSC_0347.JPG,16699929,"{}",235,57,"{""name"":""polyline"",""all_points_x"":[2168,2122],""all_points_y"":[635,968]}","{}"
DSC_0347.JPG,16699929,"{}",235,58,"{""name"":""polyline"",""all_points_x"":[1931,2150],""all_points_y"":[765,739]}","{}"
DSC_0347.JPG,16699929,"{}",235,59,"{""name"":""polyline"",""all_points_x"":[1887,2138],""all_points_y"":[847,821]}","{}"
DSC_0347.JPG,16699929,"{}",235,60,"{""name"":""polyline"",""all_points_x"":[1893,2125],""all_points_y"":[955,932]}","{}"
DSC_0347.JPG,16699929,"{}",235,61,"{""name"":""polyline"",""all_points_x"":[1755,1841],""all_points_y"":[543,535]}","{}"
